,Price,Levy,Manufacturer,Prod. year,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Airbags,Engine volume int,Turbo
11325,11917,0,FORD,2000,Microbus,1,CNG,300000,4.0,Manual,Rear,04-May,0,0,2.3,0.0
11326,15367,531,NISSAN,2012,Jeep,0,Petrol,139200,4.0,Tiptronic,Front,04-May,0,12,1.6,1.0
11327,20385,562,BUICK,2015,Jeep,0,Petrol,58000,4.0,Automatic,Front,04-May,0,10,1.4,0.0
11328,42933,784,TOYOTA,2017,Hatchback,0,Petrol,50909,4.0,Automatic,Front,04-May,0,4,1.5,0.0
11329,28225,0,DODGE,2000,Jeep,1,Petrol,60800,8.0,Automatic,4x4,04-May,0,0,5.9,0.0
11330,784,586,TOYOTA,2012,Hatchback,0,Hybrid,174285,4.0,Automatic,Front,04-May,0,12,1.8,0.0
11331,18817,690,HONDA,2016,Hatchback,1,Petrol,49600,4.0,Automatic,Front,04-May,0,6,1.5,0.0
11332,9408,0,TOYOTA,2003,Minivan,1,CNG,200000,4.0,Automatic,4x4,>5,1,2,2.0,0.0
11333,15988,502,TOYOTA,2013,Universal,0,Hybrid,88777,4.0,Automatic,Front,04-May,0,4,1.5,0.0
11334,37984,891,HYUNDAI,2016,Sedan,0,Petrol,101200,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11335,25089,0,MERCEDES-BENZ,2009,Microbus,1,Diesel,327000,4.0,Manual,Rear,04-May,0,2,2.2,1.0
11336,26657,0,TOYOTA,2014,Sedan,0,Petrol,128320,4.0,Tiptronic,Front,04-May,0,10,2.5,0.0
11337,157,585,TOYOTA,2013,Sedan,0,Hybrid,321616,4.0,Automatic,Front,04-May,0,12,1.8,0.0
11338,14113,843,TOYOTA,2008,Hatchback,0,Hybrid,95520,4.0,Variator,Front,04-May,0,0,1.5,0.0
11339,23521,777,TOYOTA,2014,Sedan,0,Petrol,147845,4.0,Automatic,Front,04-May,0,8,2.5,0.0
11340,13322,583,CHEVROLET,2018,Hatchback,0,Petrol,62499,4.0,Automatic,Front,04-May,0,4,1.0,0.0
11344,13454,1347,HYUNDAI,2008,Minivan,0,Diesel,93281,4.0,Automatic,Front,04-May,0,4,2.5,0.0
11345,1725,1324,TOYOTA,2010,Jeep,0,Hybrid,226198,6.0,Automatic,4x4,04-May,0,12,3.3,0.0
11346,45473,770,HYUNDAI,2016,Jeep,0,Diesel,25000,4.0,Tiptronic,Front,04-May,0,12,1.7,1.0
11347,30351,640,HYUNDAI,2013,Jeep,0,Diesel,149038,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11348,43416,971,HYUNDAI,2016,Jeep,0,Diesel,137986,4.0,Automatic,Front,04-May,0,4,2.2,0.0
11349,392,1325,TOYOTA,2019,Sedan,0,Petrol,12336,4.0,Automatic,Front,04-May,0,12,2.5,0.0
11350,11726,308,HONDA,2015,Hatchback,0,Hybrid,102528,4.0,Automatic,Front,04-May,0,4,1.5,0.0
11351,19444,0,TOYOTA,2012,Hatchback,1,Hybrid,137000,4.0,Variator,Front,04-May,0,12,1.8,0.0
11352,28225,911,MERCEDES-BENZ,2010,Sedan,0,Diesel,0,4.0,Tiptronic,Rear,04-May,0,6,2.2,1.0
11353,25716,891,HYUNDAI,2016,Sedan,1,Petrol,45500,4.0,Tiptronic,Front,04-May,0,12,2.0,0.0
11355,10349,0,MERCEDES-BENZ,2001,Sedan,0,CNG,0,6.0,Tiptronic,Rear,04-May,0,8,3.2,0.0
11356,18817,0,SKODA,2011,Sedan,1,Petrol,222000,4.0,Tiptronic,Front,04-May,0,4,1.8,1.0
11357,19000,0,HYUNDAI,2013,Hatchback,0,Petrol,95000,4.0,Tiptronic,Front,04-May,0,6,1.8,0.0
11358,12544,640,VOLKSWAGEN,2013,Sedan,1,Petrol,112000,4.0,Manual,Front,04-May,0,10,2.0,0.0
11359,36065,1624,LEXUS,2009,Jeep,0,Petrol,155200,6.0,Tiptronic,4x4,04-May,0,12,3.5,0.0
11360,392,441,HYUNDAI,2015,Sedan,0,Hybrid,77830,4.0,Automatic,Front,04-May,0,12,2.4,0.0
11362,36899,1091,HYUNDAI,2016,Minivan,0,Diesel,110169,4.0,Automatic,Front,04-May,0,4,2.5,0.0
11364,15367,0,HYUNDAI,2010,Sedan,1,Petrol,230400,4.0,Tiptronic,Front,04-May,0,0,1.8,0.0
11365,3450,586,TOYOTA,2012,Hatchback,0,Hybrid,35083,4.0,Automatic,Front,04-May,0,12,1.8,0.0
11366,16308,0,MERCEDES-BENZ,2003,Sedan,0,CNG,160986,6.0,Tiptronic,Rear,04-May,0,12,3.2,0.0
11368,25089,0,VOLKSWAGEN,2014,Sedan,0,Petrol,68000,4.0,Tiptronic,Front,04-May,0,12,1.8,1.0
11369,14113,765,FORD,2015,Sedan,1,Petrol,54000,4.0,Automatic,Front,04-May,0,6,2.0,0.0
11370,10663,0,JEEP,2003,Jeep,1,Petrol,216000,6.0,Automatic,4x4,04-May,0,2,3.7,0.0
11371,14740,0,TOYOTA,2007,Sedan,0,Hybrid,348800,4.0,Variator,Front,04-May,0,8,2.4,0.0
11372,314,382,FORD,2015,Sedan,0,Hybrid,91760,4.0,Automatic,Front,04-May,0,0,2.0,0.0
11373,6429,830,HONDA,2019,Sedan,0,Petrol,4088,4.0,Automatic,Front,04-May,0,12,1.5,0.0
11374,29094,642,SSANGYONG,2012,Jeep,0,Diesel,78732,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11375,19312,707,HYUNDAI,2011,Jeep,0,Diesel,199660,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11377,30,0,NISSAN,2005,Hatchback,1,Petrol,117000,4.0,Variator,Front,04-May,1,4,1.5,0.0
11378,32744,765,CHEVROLET,2015,Jeep,0,Diesel,48294,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11379,150,0,MERCEDES-BENZ,2013,Sedan,0,Diesel,160000,6.0,Automatic,Rear,04-May,0,12,3.5,1.0
11380,11290,891,HYUNDAI,2016,Sedan,0,LPG,256355,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11382,8467,0,NISSAN,2007,Sedan,1,LPG,138000,4.0,Automatic,Front,04-May,1,0,1.5,0.0
11384,14269,1017,JAGUAR,2017,Jeep,0,Diesel,50531,4.0,Automatic,4x4,04-May,0,12,2.0,0.0
11385,42400,730,SSANGYONG,2016,Jeep,0,Diesel,75300,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11386,11917,843,TOYOTA,2008,Hatchback,1,Hybrid,190000,4.0,Automatic,Front,04-May,0,8,1.5,0.0
11387,40142,0,BMW,2008,Jeep,0,Petrol,139452,6.0,Tiptronic,4x4,04-May,0,8,3.5,1.0
11388,7056,873,MITSUBISHI,2014,Hatchback,1,Petrol,10000,4.0,Automatic,Front,04-May,1,4,1.0,0.0
11389,56450,0,BMW,2014,Coupe,0,Petrol,110000,4.0,Automatic,Rear,02-Mar,0,8,2.0,1.0
11390,23521,0,TOYOTA,2014,Sedan,1,Petrol,167680,4.0,Tiptronic,Front,04-May,0,8,2.5,0.0
11391,15681,891,HYUNDAI,2016,Sedan,0,LPG,276546,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11392,17249,0,MITSUBISHI,2009,Universal,1,Petrol,124000,4.0,Variator,Front,04-May,0,8,2.0,0.0
11393,16621,0,HYUNDAI,2012,Sedan,1,Petrol,83000,4.0,Tiptronic,Front,04-May,0,8,1.8,0.0
11394,1700,0,CITROEN,2001,Goods wagon,1,Petrol,255000,4.0,Manual,Front,04-May,0,4,2.0,0.0
11395,94,0,HONDA,2005,Hatchback,1,Petrol,0,4.0,Automatic,Front,04-May,1,4,1.3,0.0
11396,14113,0,TOYOTA,2007,Hatchback,1,Hybrid,0,4.0,Automatic,Front,04-May,0,4,1.5,0.0
11397,54882,1327,TOYOTA,2011,Jeep,1,Petrol,137600,6.0,Automatic,4x4,04-May,0,12,4.0,0.0
11400,45473,1249,TOYOTA,2017,Jeep,0,Petrol,17600,4.0,Automatic,4x4,04-May,0,12,2.5,0.0
11401,12544,831,HYUNDAI,2011,Sedan,1,Petrol,98000,4.0,Automatic,Front,04-May,0,8,2.4,0.0
11402,16766,584,CHEVROLET,2014,Sedan,0,Petrol,59532,4.0,Automatic,Front,04-May,0,4,1.8,0.0
11406,6272,790,HYUNDAI,2009,Sedan,0,Diesel,53256,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11407,15367,765,HYUNDAI,2015,Sedan,0,LPG,51274,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11408,14583,0,RENAULT,2008,Sedan,1,Diesel,168974,4.0,Automatic,Front,04-May,0,10,1.9,1.0
11410,13485,765,HYUNDAI,2015,Sedan,0,LPG,30363,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11411,22947,836,HYUNDAI,2010,Jeep,0,Diesel,199356,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11412,22580,779,TOYOTA,2013,Sedan,0,Hybrid,166720,4.0,Automatic,Front,04-May,0,12,2.5,0.0
11413,15681,0,BMW,2003,Jeep,0,Diesel,280000,6.0,Tiptronic,4x4,04-May,0,6,3.0,1.0
11415,9722,0,MERCEDES-BENZ,2001,Sedan,0,Petrol,20017,6.0,Tiptronic,Rear,04-May,0,10,2.6,0.0
11416,3293,1086,CHEVROLET,2012,Sedan,0,Petrol,128195,6.0,Automatic,Front,04-May,0,12,3.6,0.0
11417,13799,0,TOYOTA,2012,Hatchback,1,Hybrid,96000,4.0,Automatic,Front,04-May,1,8,1.5,0.0
11418,14113,761,TOYOTA,2010,Hatchback,1,Hybrid,123270,4.0,Automatic,Front,04-May,0,12,1.8,0.0
11419,16838,419,NISSAN,2013,Hatchback,0,Petrol,59000,4.0,Automatic,Front,04-May,0,4,1.2,0.0
11421,57526,1017,HYUNDAI,2017,Jeep,0,Diesel,40950,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11423,20385,0,NISSAN,2013,Hatchback,1,Petrol,62000,4.0,Automatic,Front,04-May,0,10,1.6,0.0
11424,6586,1163,TOYOTA,2010,Hatchback,1,Petrol,39000,4.0,Automatic,Front,04-May,1,10,1.0,0.0
11425,627,917,BMW,2013,Sedan,0,Hybrid,195941,6.0,Automatic,Rear,04-May,0,12,3.0,0.0
11426,18503,0,TOYOTA,2010,Hatchback,0,Hybrid,141000,4.0,Automatic,Front,04-May,0,0,1.8,0.0
11427,19676,531,HYUNDAI,2012,Sedan,0,Petrol,152000,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11428,7527,0,HONDA,2005,Minivan,1,Petrol,225000,4.0,Automatic,Front,04-May,1,12,2.4,0.0
11430,6272,789,CHEVROLET,2009,Sedan,0,Petrol,66444,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11431,706,986,LEXUS,2010,Sedan,0,Hybrid,275654,4.0,Automatic,Front,04-May,0,12,2.4,0.0
11432,15681,1991,FORD,2005,Microbus,1,Diesel,176000,4.0,Manual,Rear,04-May,0,1,2.4,1.0
11435,5331,0,OPEL,1997,Hatchback,1,Petrol,2000,4.0,Manual,Front,04-May,0,4,1.6,0.0
11436,12544,0,FORD,2003,Microbus,0,Diesel,300000,4.0,Manual,Front,04-May,0,1,2.0,1.0
11437,15681,0,MERCEDES-BENZ,2001,Sedan,0,LPG,220000,8.0,Tiptronic,Rear,04-May,0,8,5.0,0.0
11439,20005,531,HYUNDAI,2012,Sedan,0,Petrol,107179,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11441,43626,770,HYUNDAI,2016,Jeep,0,Diesel,122856,4.0,Automatic,Front,04-May,0,4,1.7,0.0
11442,8467,0,OPEL,2000,Universal,1,Petrol,131000,4.0,Manual,Front,04-May,0,4,1.6,0.0
11444,8781,0,NISSAN,2007,Hatchback,1,Petrol,150300,4.0,Automatic,Front,04-May,1,6,1.5,0.0
11445,8781,0,NISSAN,2002,Minivan,1,Petrol,175000,4.0,Variator,Front,04-May,1,2,2.0,0.0
11446,16725,0,MERCEDES-BENZ,2002,Sedan,1,Diesel,228000,4.0,Tiptronic,Rear,04-May,0,6,2.0,1.0
11448,21950,0,TOYOTA,2014,Coupe,1,Petrol,92000,4.0,Tiptronic,Front,02-Mar,0,6,2.5,0.0
11449,10349,0,VOLKSWAGEN,2009,Sedan,1,Petrol,166400,5.0,Automatic,Front,04-May,0,8,2.5,0.0
11450,188,831,HYUNDAI,2011,Sedan,0,Hybrid,108826,4.0,Automatic,Front,04-May,0,0,2.4,0.0
11451,35617,765,CHEVROLET,2015,Jeep,0,Diesel,123843,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11452,21893,503,TOYOTA,2012,Hatchback,0,Petrol,58600,4.0,Automatic,Front,04-May,0,4,1.5,0.0
11456,53872,765,HYUNDAI,2015,Jeep,0,Diesel,48484,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11457,22580,781,TOYOTA,2012,Sedan,0,Petrol,13800,6.0,Tiptronic,Front,04-May,0,12,2.5,0.0
11458,19444,0,HYUNDAI,2016,Sedan,1,Petrol,75200,4.0,Automatic,Front,04-May,0,10,1.8,0.0
11459,13956,0,TOYOTA,2014,Sedan,0,Hybrid,266000,4.0,Automatic,Front,04-May,0,10,2.5,0.0
11463,15530,502,TOYOTA,2013,Hatchback,0,Petrol,123700,4.0,Automatic,Front,04-May,0,4,1.5,0.0
11465,22473,502,HONDA,2013,Hatchback,0,Petrol,55000,4.0,Automatic,Front,04-May,0,4,1.5,0.0
11466,20100,586,MERCEDES-BENZ,2012,Sedan,0,Petrol,96432,4.0,Tiptronic,Rear,04-May,0,12,1.8,0.0
11467,25089,502,TOYOTA,2013,Hatchback,0,Petrol,83362,4.0,Automatic,Front,04-May,0,4,1.5,0.0
11468,2587,642,AUDI,2012,Sedan,0,Diesel,174966,4.0,Automatic,Front,04-May,0,12,2.0,0.0
11469,13485,862,VOLKSWAGEN,2011,Sedan,0,Petrol,134400,4.0,Tiptronic,Front,04-May,0,6,2.5,0.0
11471,14740,645,CHEVROLET,2011,Sedan,0,Petrol,117000,4.0,Tiptronic,Front,04-May,0,12,1.8,0.0
11472,23521,0,CHEVROLET,2017,Sedan,0,Petrol,53000,4.0,Tiptronic,Front,04-May,0,12,1.5,1.0
11474,21639,751,KIA,2013,Sedan,0,Hybrid,109000,4.0,Automatic,Front,04-May,0,12,2.4,0.0
11475,7919,503,TOYOTA,2012,Hatchback,0,Hybrid,163312,4.0,Automatic,Front,04-May,0,4,1.5,0.0
11476,13015,798,MERCEDES-BENZ,2015,Jeep,0,Diesel,199189,4.0,Automatic,4x4,04-May,0,12,2.1,0.0
11478,19707,531,HYUNDAI,2012,Sedan,0,Petrol,97000,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11480,28015,595,TOYOTA,2015,Hatchback,0,Petrol,122637,4.0,Automatic,Front,04-May,0,4,1.5,0.0
11482,43905,1011,FORD,2016,Coupe,1,Petrol,85000,4.0,Tiptronic,Rear,02-Mar,0,8,2.3,1.0
11485,47042,696,MERCEDES-BENZ,2013,Microbus,1,Diesel,220000,4.0,Manual,Rear,04-May,0,2,2.2,1.0
11486,23207,0,TOYOTA,2013,Hatchback,1,Hybrid,71244,4.0,Automatic,Front,04-May,0,4,1.8,0.0
11487,17876,0,TOYOTA,2013,Sedan,1,Hybrid,65000,4.0,Automatic,Front,04-May,0,8,1.5,0.0
11488,12544,0,HONDA,2011,Sedan,1,Hybrid,120521,4.0,Tiptronic,Front,04-May,1,6,1.3,0.0
11490,11604,475,CHEVROLET,2012,Sedan,0,Plug-in Hybrid,0,4.0,Automatic,Front,04-May,0,10,1.4,0.0
11492,17719,765,HYUNDAI,2015,Sedan,0,LPG,81125,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11493,14426,1185,HYUNDAI,2009,Minivan,0,Diesel,72999,4.0,Automatic,Front,04-May,0,4,2.5,0.0
11495,20542,765,HYUNDAI,2015,Sedan,0,LPG,43071,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11496,49000,765,BMW,2015,Coupe,0,Petrol,28800,4.0,Tiptronic,Rear,02-Mar,0,10,2.0,1.0
11497,18660,650,CHEVROLET,2016,Sedan,0,Petrol,9470,4.0,Automatic,Front,04-May,0,8,1.4,1.0
11499,21953,0,TOYOTA,2012,Hatchback,1,Hybrid,90000,4.0,Automatic,Front,04-May,0,4,1.8,0.0
11500,14113,0,TOYOTA,2006,Sedan,1,Hybrid,0,4.0,Variator,Front,04-May,0,12,1.5,0.0
11503,3,0,MERCEDES-BENZ,1998,Sedan,1,Diesel,20600,4.0,Manual,Rear,04-May,0,2,2.2,0.0
11504,25716,1588,NISSAN,2007,Pickup,1,Diesel,220000,4.0,Automatic,4x4,04-May,0,8,2.5,1.0
11505,17092,764,KIA,2015,Sedan,0,Petrol,41088,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11507,28288,446,HONDA,2014,Hatchback,0,Petrol,36261,4.0,Automatic,Front,04-May,0,4,1.3,0.0
11508,10036,0,MERCEDES-BENZ,2001,Sedan,1,Petrol,230000,4.0,Manual,Rear,04-May,0,12,2.0,1.0
11509,53314,915,BMW,2014,Sedan,0,Diesel,64000,6.0,Tiptronic,Rear,04-May,0,12,3.0,1.0
11511,24458,583,MINI,2011,Jeep,0,Petrol,83000,4.0,Tiptronic,Front,04-May,0,8,1.6,0.0
11512,5018,0,NISSAN,2002,Jeep,1,Petrol,22000,6.0,Automatic,4x4,04-May,0,8,3.3,0.0
11513,28225,900,MITSUBISHI,2015,Jeep,0,Petrol,117000,4.0,Automatic,Front,04-May,0,10,2.4,0.0
11514,14269,1266,HONDA,2014,Sedan,1,Hybrid,76000,4.0,Tiptronic,Front,04-May,1,8,1.5,0.0
11515,25716,0,VOLKSWAGEN,2012,Sedan,0,Petrol,125000,4.0,Automatic,Front,04-May,0,8,2.0,1.0
11517,27858,640,HYUNDAI,2013,Jeep,0,Diesel,273371,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11518,22357,642,CHEVROLET,2012,Jeep,0,Diesel,176379,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11519,1882,862,TOYOTA,2011,Sedan,0,Petrol,236936,4.0,Automatic,Front,04-May,0,12,2.5,0.0
11520,20385,934,TOYOTA,2015,Jeep,0,Petrol,91174,4.0,Automatic,4x4,04-May,0,0,2.5,0.0
11521,4704,0,BMW,1998,Sedan,1,Petrol,250130,6.0,Tiptronic,Rear,04-May,0,5,2.8,0.0
11522,40,0,HONDA,2003,Hatchback,1,Petrol,120000,4.0,Variator,Front,04-May,1,0,1.3,0.0
11524,12231,707,FORD,2011,Goods wagon,1,Petrol,160000,4.0,Automatic,Front,04-May,0,6,2.0,0.0
11525,1803,585,TOYOTA,2013,Hatchback,0,Hybrid,245486,4.0,Automatic,Front,04-May,0,12,1.8,0.0
11526,4391,456,TOYOTA,2015,Sedan,0,Hybrid,0,4.0,Automatic,Front,04-May,0,12,2.5,0.0
11527,8781,0,MERCEDES-BENZ,1998,Sedan,1,Diesel,230000,4.0,Manual,Rear,04-May,0,7,2.2,0.0
11528,6586,0,OPEL,1999,Goods wagon,1,Petrol,22000,4.0,Manual,Front,04-May,0,6,1.6,0.0
11529,9408,0,MITSUBISHI,2003,Jeep,1,Petrol,180000,4.0,Automatic,4x4,04-May,0,4,2.0,0.0
11531,16621,639,FORD,2014,Hatchback,1,Petrol,130326,4.0,Automatic,Front,04-May,0,6,2.0,0.0
11532,37066,770,HYUNDAI,2016,Jeep,0,Diesel,88000,4.0,Automatic,Front,04-May,0,4,1.7,0.0
11533,24462,777,TOYOTA,2014,Sedan,0,Petrol,66000,4.0,Tiptronic,Front,04-May,0,10,2.5,0.0
11535,16546,769,HYUNDAI,2011,Jeep,0,Diesel,244538,4.0,Automatic,Front,04-May,0,4,2.2,0.0
11536,11917,742,HONDA,2008,Sedan,1,Hybrid,248126,4.0,Automatic,Front,04-May,0,8,1.3,0.0
11537,48534,1017,HYUNDAI,2017,Jeep,0,Diesel,78843,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11538,10349,830,CHEVROLET,2019,Sedan,0,Petrol,17051,4.0,Automatic,Front,04-May,0,12,1.5,0.0
11539,20005,531,HYUNDAI,2012,Sedan,0,Petrol,96860,4.0,Automatic,Front,04-May,0,4,1.6,0.0
11541,9722,0,NISSAN,2005,Minivan,1,Petrol,195000,4.0,Automatic,Front,04-May,1,2,2.0,0.0
11542,5959,0,NISSAN,2000,Coupe,1,Petrol,141000,4.0,Manual,Front,02-Mar,0,5,1.0,0.0
11543,14740,697,HYUNDAI,2015,Sedan,0,Petrol,10000,6.0,Tiptronic,Front,04-May,0,9,1.8,0.0
11545,7213,1282,KIA,2007,Jeep,0,Diesel,89472,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11548,1882,1211,BMW,2010,Jeep,0,Diesel,265210,6.0,Automatic,4x4,04-May,0,0,3.0,0.0
11549,36219,1091,HYUNDAI,2016,Universal,0,Diesel,156151,4.0,Automatic,Front,04-May,0,4,2.5,0.0
11550,2195,0,OPEL,1996,Hatchback,1,Petrol,270000,4.0,Manual,Front,02-Mar,0,2,1.4,0.0
11551,10976,0,FORD,1998,Microbus,1,Diesel,325812,4.0,Manual,Front,02-Mar,0,2,2.5,0.0
11552,627,1172,NISSAN,2011,Sedan,0,Petrol,147242,6.0,Automatic,Front,04-May,0,12,3.5,0.0
11553,188,481,FORD,2017,Sedan,0,Hybrid,78373,4.0,Automatic,Front,04-May,0,12,2.0,0.0
11554,9408,0,MERCEDES-BENZ,1999,Sedan,1,Petrol,250000,4.0,Manual,Rear,04-May,0,4,1.8,0.0
11555,9408,0,MAZDA,2001,Minivan,1,Petrol,180000,6.0,Automatic,Front,04-May,1,2,2.5,0.0
11556,25402,0,TOYOTA,2011,Sedan,1,Petrol,72000,4.0,Tiptronic,Front,04-May,0,10,2.5,0.0
11557,11447,777,LEXUS,2014,Sedan,0,Petrol,87462,6.0,Automatic,Rear,04-May,0,12,2.5,0.0
11558,22266,0,SSANGYONG,2010,Jeep,0,Diesel,66000,6.0,Automatic,4x4,04-May,0,12,2.7,0.0
11559,38574,518,TOYOTA,2016,Sedan,0,Hybrid,60000,5.0,Automatic,Front,04-May,0,12,2.5,0.0
11560,9252,1673,FORD,2005,Goods wagon,1,Diesel,170000,4.0,Manual,Front,02-Mar,0,4,2.0,1.0
11561,18817,0,MERCEDES-BENZ,2009,Sedan,0,Petrol,130000,6.0,Tiptronic,Front,04-May,0,0,3.0,0.0
11562,50805,0,MAZDA,2017,Sedan,0,Petrol,22000,4.0,Automatic,Front,04-May,0,4,2.5,0.0
11563,26971,2067,MERCEDES-BENZ,2019,Coupe,0,Petrol,0,8.0,Automatic,4x4,04-May,0,12,4.0,0.0
11564,7000,0,AUDI,2002,Sedan,1,Petrol,200000,4.0,Tiptronic,4x4,04-May,0,4,1.8,1.0
11567,24283,640,HYUNDAI,2013,Jeep,0,Diesel,238939,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11569,3136,528,FORD,2014,Hatchback,1,Petrol,144000,4.0,Automatic,Front,04-May,0,7,1.6,0.0
11570,47989,971,SSANGYONG,2016,Jeep,0,Diesel,110170,4.0,Automatic,Front,04-May,0,4,2.2,0.0
11571,4704,0,HYUNDAI,2008,Hatchback,1,Petrol,0,4.0,Manual,Front,04-May,0,2,1.4,0.0
11572,3293,810,TOYOTA,2016,Sedan,0,Petrol,94602,4.0,Automatic,Front,04-May,0,12,1.8,0.0
11573,251,753,HYUNDAI,2012,Sedan,0,Hybrid,259184,4.0,Automatic,Front,04-May,0,0,2.4,0.0
11574,16151,586,TOYOTA,2012,Hatchback,1,Hybrid,144000,4.0,Automatic,Front,04-May,0,0,1.8,0.0
11576,13485,551,CHEVROLET,2017,Sedan,0,Petrol,32852,4.0,Automatic,Front,04-May,0,4,1.0,0.0
11577,20266,642,HYUNDAI,2012,Sedan,0,Petrol,161952,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11578,15524,738,CHEVROLET,2017,Sedan,1,Petrol,26585,4.0,Automatic,Front,04-May,0,8,1.4,0.0
11579,21950,862,HYUNDAI,2011,Minivan,0,Diesel,72000,4.0,Tiptronic,Rear,04-May,0,2,2.5,1.0
11583,20385,0,MERCEDES-BENZ,2006,Jeep,0,Petrol,264000,8.0,Automatic,4x4,04-May,0,6,6.3,0.0
11584,3763,879,FORD,2019,Sedan,0,Petrol,47736,4.0,Automatic,Front,04-May,0,12,1.6,0.0
11585,10976,843,TOYOTA,2008,Hatchback,0,Hybrid,178000,4.0,Variator,Front,04-May,0,12,1.5,0.0
11587,4861,1307,DODGE,2015,Coupe,0,Petrol,72608,6.0,Automatic,Rear,02-Mar,0,12,3.6,0.0
11589,16358,1141,JEEP,2009,Jeep,0,Petrol,167510,4.0,Automatic,Front,04-May,0,4,2.4,0.0
11590,17249,562,CHEVROLET,2015,Sedan,0,Petrol,37000,4.0,Automatic,Front,04-May,0,8,1.4,1.0
11591,4000,0,SUBARU,2001,Hatchback,1,Petrol,21211,4.0,Automatic,4x4,04-May,1,2,2.0,1.0
11592,7840,1111,HONDA,2012,Hatchback,0,Hybrid,59000,4.0,Variator,Front,04-May,1,4,1.3,0.0
11593,470,1083,CHEVROLET,2013,Sedan,0,Petrol,295126,6.0,Automatic,Front,04-May,0,12,3.6,0.0
11595,21639,749,HYUNDAI,2014,Sedan,1,Petrol,92000,4.0,Tiptronic,Front,04-May,0,12,2.4,0.0
11596,16308,586,TOYOTA,2012,Hatchback,1,Hybrid,99000,4.0,Automatic,Front,04-May,0,7,1.8,0.0
11597,15718,836,SSANGYONG,2010,Jeep,0,Diesel,237003,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11598,21012,0,FORD,2013,Sedan,1,Hybrid,156800,4.0,Automatic,Front,04-May,0,12,2.0,0.0
11599,28225,0,LEXUS,2003,Jeep,0,CNG,175000,8.0,Tiptronic,4x4,04-May,0,12,4.7,0.0
11600,44875,930,HYUNDAI,2018,Jeep,0,Diesel,87862,4.0,Automatic,Front,04-May,0,4,1.7,0.0
11601,35168,308,TOYOTA,2015,Universal,0,Hybrid,31040,4.0,Automatic,Front,04-May,0,4,1.5,0.0
11602,40769,0,BMW,2009,Jeep,0,Petrol,158000,6.0,Tiptronic,4x4,04-May,0,12,3.5,1.0
11603,35237,891,HYUNDAI,2016,Jeep,0,Diesel,120142,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11604,13877,836,HYUNDAI,2010,Sedan,0,Petrol,161240,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11605,20695,697,FORD,2012,Goods wagon,1,Diesel,272000,4.0,Manual,Front,04-May,0,2,2.2,1.0
11606,13482,0,MERCEDES-BENZ,2000,Microbus,1,Diesel,360000,4.0,Manual,Rear,>5,0,2,2.2,1.0
11607,7213,0,BMW,1998,Sedan,1,CNG,312000,4.0,Manual,Rear,04-May,0,8,1.9,0.0
11608,31361,1091,TOYOTA,2016,Sedan,0,Petrol,70000,4.0,Tiptronic,Front,04-May,0,14,2.5,0.0
11609,5645,0,MERCEDES-BENZ,1999,Sedan,0,Petrol,200000,8.0,Automatic,Rear,04-May,0,8,4.3,0.0
11610,52059,0,LEXUS,2015,Sedan,0,Petrol,93000,6.0,Automatic,4x4,04-May,0,12,2.5,0.0
11611,392,831,HYUNDAI,2011,Jeep,0,Petrol,179746,4.0,Automatic,Front,04-May,0,0,2.4,0.0
11612,49431,765,HYUNDAI,2015,Sedan,0,Petrol,63750,4.0,Automatic,Front,04-May,0,4,2.0,0.0
11613,11917,0,BMW,2003,Coupe,1,Petrol,170005,4.0,Tiptronic,Rear,02-Mar,0,8,2.0,0.0
11614,7213,0,VOLKSWAGEN,2003,Sedan,0,CNG,282000,6.0,Manual,Front,04-May,0,8,2.8,0.0
